time/fps,time/total_timesteps,time/episodes,train/learning_rate,train/critic_loss,time/time_elapsed,rollout/success_rate,train/actor_loss,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
110,14411,2550,0.001,0.0007285133979166858,130,1.0,0.10236412845551968,14342,-0.31800290999999997,3.47
109,14443,2560,0.001,0.0006478327753332754,131,1.0,0.10336975008249283,14377,-0.32645666999999995,3.52
110,14484,2570,0.001,0.0014951294579077512,131,1.0,0.1518784463405609,14418,-0.32089875,3.5
109,14520,2580,0.001,0.000780113332439214,132,1.0,0.13001434008280435,14454,-0.32736141,3.55
109,14552,2590,0.001,0.0009627367156402519,132,1.0,0.11372754722833633,14483,-0.33475488999999997,3.59
109,14583,2600,0.001,0.0005021370016038418,132,1.0,0.0962568074464798,14516,-0.32977509999999993,3.55
109,14612,2610,0.001,0.0005594075482804328,132,1.0,0.12170274555683136,14545,-0.32979317,3.52
109,14639,2620,0.001,0.0005900001560803503,133,1.0,0.10259612649679184,14573,-0.32112401000000007,3.45
109,14676,2630,0.001,0.0007950670939559737,133,1.0,0.08551549166440964,14610,-0.3211022399999999,3.44
109,14717,2640,0.001,0.0007099769039389988,133,1.0,0.11320758610963821,14649,-0.33241338000000004,3.49
109,14742,2650,0.001,0.0005962509894743562,134,1.0,0.0957043245434761,14677,-0.30683106000000004,3.31
109,14773,2660,0.001,0.0007414995488943532,134,1.0,0.0987279862165451,14707,-0.30284120000000003,3.3
109,14800,2670,0.001,0.0009612516732886434,134,1.0,0.15130773186683655,14731,-0.28382391999999995,3.16
109,14838,2680,0.001,0.0006786597077734768,135,1.0,0.0792124792933464,14767,-0.28420946,3.18
109,14875,2690,0.001,0.0006586239517976841,135,1.0,0.11116217076778412,14808,-0.29177538000000003,3.23
109,14913,2700,0.001,0.0007250944812161227,136,1.0,0.07296738773584366,14847,-0.30104955000000005,3.3
109,14951,2710,0.001,0.0008911465459580844,136,1.0,0.09130297601222992,14884,-0.30973498,3.39
109,14987,2720,0.001,0.0007458332402165979,136,1.0,0.12887534499168396,14920,-0.32018864,3.48
109,15024,2730,0.001,0.0005758017941843718,137,1.0,0.11615794897079468,14958,-0.31906407000000003,3.48
109,15052,2740,0.001,0.0004471554420888424,137,1.0,0.09584508836269379,14983,-0.30194084000000004,3.35
109,15095,2750,0.001,0.0005996147325883309,138,1.0,0.09064284712076187,15023,-0.32986201000000004,3.53
109,15132,2760,0.001,0.0004466952440062804,138,1.0,0.1043448094278574,15066,-0.34012406000000006,3.59
109,15168,2770,0.001,0.0005057783819211181,138,1.0,0.09216097556054592,15097,-0.35214854,3.68
109,15209,2780,0.001,0.0007659779318297902,139,1.0,0.10174953565001488,15142,-0.356502,3.71
109,15241,2790,0.001,0.0005671199061907828,139,1.0,0.1299524406592051,15176,-0.34764410999999995,3.66
109,15285,2800,0.001,0.0010567254309232037,139,1.0,0.13035719096660614,15218,-0.35995628,3.72
109,15321,2810,0.001,0.0006091032119002193,140,1.0,0.08663977682590485,15254,-0.35780053,3.7
109,15347,2820,0.001,0.0011721765040419996,140,1.0,0.10679253935813904,15280,-0.34424541000000003,3.6
109,15386,2830,0.001,0.0007998712477274239,140,1.0,0.11959866682688396,15320,-0.34413551,3.62
109,15426,2840,0.001,0.000834823286693011,141,1.0,0.1422511339187622,15360,-0.35999932,3.74
109,15459,2850,0.001,0.0011890025343745947,141,1.0,0.11200772970914841,15392,-0.34174554999999995,3.64
109,15497,2860,0.001,0.0006929705268703401,141,1.0,0.11862357705831528,15430,-0.34135305000000005,3.65
109,15531,2870,0.001,0.0005915060367745658,142,1.0,0.12851082161068916,15466,-0.3414764799999999,3.63
109,15566,2880,0.001,0.0006204874662216753,142,1.0,0.12503265962004662,15499,-0.33567050000000004,3.57
109,15602,2890,0.001,0.0008743505459278822,143,1.0,0.15045253932476044,15530,-0.34194192,3.61
109,15645,2900,0.001,0.0007612378491709629,143,1.0,0.12286476045846939,15577,-0.3395283,3.6
109,15691,2910,0.001,0.0007140313058958522,143,1.0,0.12773101031780243,15625,-0.35341016,3.7
109,15731,2920,0.001,0.0007901892095105723,144,1.0,0.10027862340211868,15664,-0.3725305099999999,3.84
108,15762,2930,0.001,0.0005716052449618777,144,1.0,0.11740471050143242,15696,-0.36363338999999995,3.76
108,15795,2940,0.001,0.001011981163173914,144,1.0,0.1397237330675125,15727,-0.35321589,3.69
108,15834,2950,0.001,0.0005085467069875449,145,1.0,0.10892811790108681,15767,-0.36445725999999995,3.75
108,15861,2960,0.001,0.0009512048951971034,145,1.0,0.0916016548871994,15795,-0.34910218,3.64
108,15887,2970,0.001,0.0005340779316611588,145,1.0,0.0702008530497551,15821,-0.33541448,3.56
108,15930,2980,0.001,0.0005000627133995295,146,1.0,0.09016311168670654,15858,-0.34592407000000003,3.64
108,15959,2990,0.001,0.0010440412249105673,146,1.0,0.12662369012832642,15893,-0.33597578,3.57
108,15988,3000,0.001,0.000577517319470644,146,1.0,0.09043529629707336,15918,-0.3152446,3.43
108,16028,3010,0.001,0.00043126037053298205,147,1.0,0.08109740167856216,15959,-0.3077016700000001,3.37
108,16061,3020,0.001,0.0009243794581076751,147,1.0,0.10774612178405125,15992,-0.30224199000000007,3.3
108,16089,3030,0.001,0.0004227615718264133,147,1.0,0.08529850095510483,16018,-0.29766889,3.27
108,16126,3040,0.001,0.0007986500393599271,148,1.0,0.12176450590292613,16060,-0.30414376,3.31
108,16160,3050,0.001,0.0008751749798345069,148,1.0,0.0893390029668808,16095,-0.29716027,3.26
108,16197,3060,0.001,0.0007686620811000466,148,1.0,0.14692573746045431,16131,-0.31008088000000006,3.36
108,16229,3070,0.001,0.0009022520971484482,149,1.0,0.09487555921077728,16163,-0.31890503,3.42
108,16267,3080,0.001,0.001224241976160556,149,1.0,0.13521774113178253,16201,-0.30999007,3.37
108,16309,3090,0.001,0.0020589035314818225,149,1.0,0.1225293017923832,16240,-0.33075066999999997,3.5
108,16339,3100,0.001,0.001192947189944486,150,1.0,0.10796695202589035,16273,-0.33092069,3.51
108,16373,3110,0.001,0.00045661660260520875,150,1.0,0.14055104926228523,16303,-0.32082035,3.45
108,16403,3120,0.001,0.0007630155887454748,151,1.0,0.10801362991333008,16332,-0.31645820999999996,3.42
108,16436,3130,0.001,0.001080084650311619,151,1.0,0.1325780302286148,16367,-0.32482653999999994,3.47
108,16462,3140,0.001,0.0006935797282494605,151,1.0,0.12208671122789383,16394,-0.30772646000000003,3.36
108,16499,3150,0.001,0.0007920826610643417,152,1.0,0.09642592817544937,16431,-0.31131700999999995,3.39
108,16536,3160,0.001,0.000754683488048613,152,1.0,0.11309351523717244,16466,-0.3117111,3.39
108,16568,3170,0.001,0.0014715907940020163,152,1.0,0.1108245849609375,16502,-0.31406393999999993,3.39
108,16599,3180,0.001,0.001154416415374726,153,1.0,0.15424613654613495,16533,-0.30758955,3.32
108,16627,3190,0.001,0.0010184108396060765,153,1.0,0.0996914654970169,16559,-0.28995693999999994,3.18
108,16673,3200,0.001,0.0006833076768089086,153,1.0,0.10530541092157364,16607,-0.31067840999999996,3.34
108,16699,3210,0.001,0.0006128436361905187,154,1.0,0.1205608882009983,16634,-0.3002079899999999,3.26
108,16729,3220,0.001,0.0012176047021057457,154,1.0,0.15642979741096497,16659,-0.29758759,3.26
108,16761,3230,0.001,0.0007794543460477143,154,1.0,0.08510593697428703,16695,-0.2945197,3.25
108,16796,3240,0.001,0.0006263729058749353,155,1.0,0.1149913842479388,16730,-0.30778908000000005,3.34
108,16827,3250,0.001,0.001051051658578217,155,1.0,0.09862808883190155,16761,-0.30104522,3.28
108,16857,3260,0.001,0.0014574328864303727,155,1.0,0.12670025726159415,16791,-0.29087604999999994,3.21
108,16890,3270,0.001,0.0009963690342071156,155,1.0,0.12012150138616562,16822,-0.28800903999999994,3.22
108,16921,3280,0.001,0.0005399782676249743,156,1.0,0.11367932707071304,16854,-0.28606233,3.22
108,16954,3290,0.001,0.0006045833191213509,156,1.0,0.09753194451332092,16888,-0.29138701,3.27
108,16977,3300,0.001,0.0005699729081243277,156,1.0,0.09208937734365463,16911,-0.2639359,3.04
108,17005,3310,0.001,0.0006159200371863941,157,1.0,0.14017489552497864,16937,-0.26888415,3.06
108,17036,3320,0.001,0.0007954191387398168,157,1.0,0.10756381352742513,16970,-0.2699146,3.07
108,17070,3330,0.001,0.0009510748903267085,157,1.0,0.10332946976025899,17004,-0.27234476999999996,3.09
108,17097,3340,0.001,0.0011148974299430847,158,1.0,0.12223105132579803,17032,-0.26116423,3.01
108,17132,3350,0.001,0.0007862163911340758,158,1.0,0.09261251240968704,17066,-0.26406176,3.05
108,17156,3360,0.001,0.0017674035819557805,158,1.0,0.1048748530447483,17090,-0.25591538,2.99
108,17195,3370,0.001,0.001343308389186859,158,1.0,0.1308405747016271,17128,-0.26361007,3.05
108,17215,3380,0.001,0.0003885886399075389,159,1.0,0.10076620429754257,17149,-0.24822985,2.94
108,17241,3390,0.001,0.00042747065890580416,159,1.0,0.08855508267879486,17175,-0.24080165999999995,2.87
108,17274,3400,0.001,0.0005586229090113193,159,1.0,0.10554151237010956,17208,-0.25316678,2.97
108,17312,3410,0.001,0.0005117473134305328,160,1.0,0.11167513330777486,17244,-0.2657575099999999,3.07
107,17350,3420,0.001,0.0006512949548778124,160,1.0,0.12087387219071388,17281,-0.27248217,3.14
107,17382,3430,0.001,0.0005612307383368412,160,1.0,0.12167426943778992,17316,-0.2715673,3.12
107,17407,3440,0.001,0.0004802965049748309,161,1.0,0.09924713522195816,17339,-0.27133492,3.1
107,17448,3450,0.001,0.0008533877786248923,161,1.0,0.09122302755713463,17377,-0.28061117,3.16
107,17479,3460,0.001,0.0006932914257049561,161,1.0,0.09985806792974472,17412,-0.2895702,3.23
107,17509,3470,0.001,0.0007081034709699452,162,1.0,0.09210488945245743,17443,-0.2821917,3.14
107,17537,3480,0.001,0.0007449844270013273,162,1.0,0.09789323806762695,17471,-0.29490143,3.22
107,17567,3490,0.001,0.000792493112385273,162,1.0,0.10879161581397057,17500,-0.2951156,3.26
107,17600,3500,0.001,0.001257374242413789,163,1.0,0.11868412047624588,17531,-0.29787855,3.26
107,17639,3510,0.001,0.0006539350530753533,163,1.0,0.12393426895141602,17573,-0.29818618,3.27
107,17678,3520,0.001,0.0011667424502472083,163,1.0,0.1355469673871994,17612,-0.30244540000000003,3.28
107,17710,3530,0.001,0.0007571981404908001,164,1.0,0.12961751222610474,17644,-0.30107941000000005,3.28
107,17743,3540,0.001,0.0012163848150521517,164,1.0,0.10063230743010838,17675,-0.31029044,3.36
107,17792,3550,0.001,0.0005932282074354589,164,1.0,0.0751885175704956,17725,-0.3203827799999999,3.44
107,17818,3560,0.001,0.0006125852232798934,165,1.0,0.09533241391181946,17751,-0.31460917,3.39
107,17851,3570,0.001,0.0007567885768366978,165,1.0,0.10035737976431847,17784,-0.31667577999999996,3.42
107,17889,3580,0.001,0.0004664753214456141,165,1.0,0.09525405615568161,17817,-0.32902133,3.52
107,17933,3590,0.001,0.0007117547793313861,166,1.0,0.12260244538386662,17867,-0.35186169,3.66
107,17959,3600,0.001,0.0010018348402809352,166,1.0,0.12079940363764763,17894,-0.3383787999999999,3.59
107,17985,3610,0.001,0.0016980119398795068,166,1.0,0.149027481675148,17919,-0.32214574,3.46
107,18020,3620,0.001,0.0007928029168397188,167,1.0,0.09771436701218288,17954,-0.31450898,3.42
107,18051,3630,0.001,0.0006634446763200685,167,1.0,0.08537568897008896,17985,-0.31665709000000003,3.41
107,18087,3640,0.001,0.0009054869995452463,167,1.0,0.10006907333930333,18020,-0.32143278,3.44
107,18119,3650,0.001,0.0011131330684293061,168,1.0,0.14017844572663307,18053,-0.30204339999999996,3.27
107,18151,3660,0.001,0.00039845818537287414,168,1.0,0.08618234097957611,18084,-0.31350717,3.33
107,18180,3670,0.001,0.0011234911750458803,168,1.0,0.10917938997348149,18114,-0.30844929,3.29
107,18218,3680,0.001,0.0009818119229748844,169,1.0,0.09362698346376419,18149,-0.3088219,3.29
107,18253,3690,0.001,0.0005067050224170089,169,1.0,0.09644097834825516,18184,-0.29329009,3.2
107,18280,3700,0.001,0.0003648722777143121,169,1.0,0.10383392870426178,18214,-0.29518689000000004,3.21
107,18316,3710,0.001,0.0004968987632310018,170,1.0,0.07943190634250641,18249,-0.30488956,3.31
107,18348,3720,0.001,0.0008106096647679806,170,1.0,0.0934373214840889,18282,-0.30432013999999996,3.28
107,18388,3730,0.001,0.0006355522103452435,170,1.0,0.11775496850411098,18322,-0.31114776,3.37
107,18415,3740,0.001,0.0009702729876153171,171,1.0,0.09943025186657906,18349,-0.29867371,3.28
107,18444,3750,0.001,0.0005445028364192694,171,1.0,0.07791880518198013,18378,-0.29004677,3.25
107,18477,3760,0.001,0.00103386909662125,171,1.0,0.1013890951871872,18410,-0.28667507999999997,3.26
107,18513,3770,0.001,0.0013221289380453527,172,1.0,0.13091877847909927,18445,-0.29635424,3.33
107,18546,3780,0.001,0.000818583396418641,172,1.0,0.10792273531357448,18478,-0.29036566999999996,3.28
107,18588,3790,0.001,0.0005587186121071378,172,1.0,0.10068389773368835,18517,-0.30029306999999994,3.35
107,18615,3800,0.001,0.0005825311139536401,173,1.0,0.1150074414908886,18548,-0.29996729,3.35
107,18645,3810,0.001,0.0006582483862681935,173,1.0,0.11883720755577087,18579,-0.29703658,3.29
107,18684,3820,0.001,0.0004689781926572323,173,1.0,0.1273771971464157,18615,-0.30617164,3.36
107,18727,3830,0.001,0.0004759833876353999,174,1.0,0.085004061460495,18657,-0.31297058000000005,3.39
107,18765,3840,0.001,0.002536550823909541,174,1.0,0.14127276837825775,18698,-0.32815556,3.5
107,18807,3850,0.001,0.0005420450179371983,174,1.0,0.10575646162033081,18734,-0.35086203000000005,3.63
107,18827,3860,0.001,0.0007666081364732236,175,1.0,0.07860910892486572,18761,-0.33651396999999994,3.5
107,18858,3870,0.001,0.0005020518146920949,175,1.0,0.09605036675930023,18788,-0.33001435,3.45
107,18895,3880,0.001,0.0008965363182748357,175,1.0,0.08889921009540558,18826,-0.3329873300000001,3.49
107,18930,3890,0.001,0.000797123066149652,176,1.0,0.11374468356370926,18862,-0.32466068,3.42
107,18962,3900,0.001,0.0006156890691878895,176,1.0,0.08187015354633331,18892,-0.3321515,3.47
107,19045,3910,0.001,0.000924687075894326,177,0.99,0.10402802377939224,18975,-0.38347591999999997,4.0
107,19080,3920,0.001,0.0006546547312089908,177,0.99,0.10691069439053535,19014,-0.3788924900000001,3.96
107,19130,3930,0.001,0.0004990233768088123,177,0.99,0.11096376925706863,19059,-0.39241052,4.03
107,19159,3940,0.001,0.0005924397264607251,178,0.99,0.11153220385313034,19094,-0.37943946000000006,3.94
107,19198,3950,0.001,0.0009643273078836501,178,0.99,0.12637366354465485,19129,-0.3715063900000001,3.91
107,19237,3960,0.001,0.000487290060846135,178,0.99,0.07620145380496979,19169,-0.3953739800000001,4.1
107,19260,3970,0.001,0.0005706603260478005,179,0.99,0.10117333382368088,19191,-0.3818989499999999,4.02
107,19293,3980,0.001,0.0005980730929877609,179,0.99,0.09313754737377167,19227,-0.37854769,3.98
107,19333,3990,0.001,0.0007894716400187463,179,0.99,0.11791043542325497,19263,-0.38398953999999996,4.03
107,19364,4000,0.001,0.0006960723258089274,180,0.99,0.1103135272860527,19295,-0.38259790000000005,4.02
107,19392,4010,0.001,0.0005729625409003347,180,1.0,0.10236887633800507,19325,-0.32660248,3.47
107,19431,4020,0.001,0.0004916267436263817,180,1.0,0.09884271025657654,19363,-0.33174742,3.51
107,19467,4030,0.001,0.0007374391619426509,181,1.0,0.1091892458498478,19400,-0.30887853,3.37
107,19505,4040,0.001,0.0007385371791315265,181,1.0,0.12409193441271782,19435,-0.32134589999999996,3.46
107,19539,4050,0.001,0.001079033196826155,181,1.0,0.11999041338761647,19472,-0.31404875000000004,3.41
107,19570,4060,0.001,0.0006266799318837002,182,1.0,0.09924451261758804,19504,-0.3053452,3.33
107,19611,4070,0.001,0.0007631127009517513,182,1.0,0.10684863850474358,19544,-0.3308458899999999,3.51
107,19639,4080,0.001,0.0008721259267379841,182,1.0,0.1114296056330204,19572,-0.3240784,3.46
107,19675,4090,0.001,0.0006660586999108394,183,1.0,0.09783429652452469,19609,-0.31917590000000007,3.42
107,19712,4100,0.001,0.0008719575242139399,183,1.0,0.13572139292955399,19643,-0.32843535,3.48
107,19738,4110,0.001,0.001017409551423043,183,1.0,0.06713372468948364,19672,-0.32532804,3.46
107,19772,4120,0.001,0.000580558757064864,183,1.0,0.10735739767551422,19700,-0.31761363000000004,3.41
107,19809,4130,0.001,0.0005952472080631802,184,1.0,0.09701024989287059,19739,-0.31987249,3.42
107,19846,4140,0.001,0.0007494245946872979,184,1.0,0.10984594374895096,19778,-0.31907270000000004,3.41
107,19875,4150,0.001,0.0006688557623419911,184,1.0,0.1139092966914177,19807,-0.31327495,3.36
107,19910,4160,0.001,0.00105058285407722,185,1.0,0.10966383665800095,19844,-0.31823574,3.4
107,19942,4170,0.001,0.0005738000618293881,185,1.0,0.10471205413341522,19876,-0.30428575999999996,3.31
107,19974,4180,0.001,0.0006194478191900998,185,1.0,0.10804708302021027,19908,-0.30924630999999997,3.35
107,20005,4190,0.001,0.0011385234538465738,186,1.0,0.10146348923444748,19940,-0.30174118,3.3
107,20052,4200,0.001,0.0006420388672268018,186,1.0,0.12365679442882538,19983,-0.31104139000000003,3.4
107,20089,4210,0.001,0.0005591494458106657,186,1.0,0.0922217145562172,20019,-0.32539199999999996,3.51
107,20133,4220,0.001,0.0006731869943905622,187,1.0,0.09091584384441376,20066,-0.33823860999999994,3.61
107,20158,4230,0.001,0.0008478208522622784,187,1.0,0.12106117606163025,20091,-0.3196208,3.49
107,20193,4240,0.001,0.0007386964474183818,188,1.0,0.09552924335002899,20126,-0.31385124,3.47
107,20233,4250,0.001,0.0008189019475442668,188,1.0,0.09311264753341675,20167,-0.3249163300000001,3.58
107,20272,4260,0.001,0.0006733525466794769,188,1.0,0.08918898552656174,20201,-0.33206657000000006,3.62
107,20311,4270,0.001,0.0007995475025381893,189,1.0,0.11102554202079773,20244,-0.3428992900000001,3.69
107,20340,4280,0.001,0.00052445508481469,189,1.0,0.09563232213258743,20273,-0.3417272499999999,3.66
107,20375,4290,0.001,0.000798038870561868,189,1.0,0.12307828664779663,20307,-0.34712436,3.7
107,20418,4300,0.001,0.0005379944341257215,190,1.0,0.08849816769361496,20348,-0.34402051,3.66
107,20454,4310,0.001,0.00040400540456175804,190,1.0,0.11591462790966034,20388,-0.34534317000000003,3.65
107,20489,4320,0.001,0.0007586515033229565,191,1.0,0.1111462265253067,20418,-0.3338161599999999,3.56
107,20526,4330,0.001,0.0005698332097381353,191,1.0,0.10639408975839615,20459,-0.34787806999999993,3.68
107,20559,4340,0.001,0.0005476888327393681,191,1.0,0.08418025821447372,20489,-0.34734964999999995,3.66
107,20588,4350,0.001,0.0010419984755571932,192,1.0,0.1251138597726822,20521,-0.33521335999999996,3.55
107,20623,4360,0.001,0.0007532567324233241,192,1.0,0.07916249707341194,20554,-0.32491915000000005,3.51
107,20661,4370,0.001,0.0004910634743282571,193,1.0,0.08050097525119781,20594,-0.32357648999999994,3.5
107,20702,4380,0.001,0.0005831425535559122,193,1.0,0.10090020795663197,20633,-0.33637481999999996,3.62
106,20733,4390,0.001,0.001053551270160824,193,1.0,0.10580625385046005,20667,-0.3298930699999999,3.58
106,20769,4400,0.001,0.0007265287567861378,194,1.0,0.11212947964668274,20699,-0.31940309,3.51
106,20817,4410,0.001,0.0005992971370384718,194,1.0,0.08825698991616567,20748,-0.33632474,3.63
106,20849,4420,0.001,0.0008603886526543647,195,1.0,0.15133975446224213,20782,-0.32971004,3.6
106,20885,4430,0.001,0.0008250671526184306,195,1.0,0.08569541200995445,20819,-0.331847,3.59
106,20923,4440,0.001,0.0007181310502346605,195,1.0,0.10599102079868317,20854,-0.33738646000000005,3.64
106,20949,4450,0.001,0.0010217555488149326,196,1.0,0.11483077704906464,20881,-0.33240638000000006,3.61
106,20989,4460,0.001,0.0005600938457064331,196,1.0,0.13869263231754303,20921,-0.34216525,3.66
106,21016,4470,0.001,0.0015022850129753351,196,1.0,0.11721789091825485,20948,-0.32985326,3.55
106,21051,4480,0.001,0.0005508613830897957,197,1.0,0.07851409167051315,20984,-0.32199307000000005,3.49
106,21082,4490,0.001,0.0008035881619434804,197,1.0,0.10530748963356018,21015,-0.32416654,3.49
106,21127,4500,0.001,0.0005826138512929901,197,1.0,0.08331783395260572,21059,-0.34271679,3.58
106,21164,4510,0.001,0.0005191849528013595,198,1.0,0.10988253851731618,21097,-0.32676666,3.47
106,21202,4520,0.001,0.0009318715892732143,198,1.0,0.10569687373936176,21136,-0.33760329999999994,3.53
106,21227,4530,0.001,0.0006270907470025122,199,1.0,0.1333286464214325,21161,-0.32408544,3.42
106,21260,4540,0.001,0.0006112067411387605,199,1.0,0.09771023442347844,21193,-0.31913752,3.37
106,21289,4550,0.001,0.0005540808197110891,199,1.0,0.11395761370658875,21223,-0.32528548999999995,3.4
106,21322,4560,0.001,0.00032813596772029996,200,1.0,0.08507193624973297,21252,-0.31600073,3.33
106,21351,4570,0.001,0.0004549391839342813,200,1.0,0.09353564431269963,21285,-0.31865377,3.35
106,21394,4580,0.001,0.0006215375906322151,200,1.0,0.11373333136240642,21326,-0.32975866,3.43
106,21431,4590,0.001,0.0007628731130223189,201,1.0,0.11845560868581136,21361,-0.3380621,3.49
106,21469,4600,0.001,0.0004774778748729399,201,1.0,0.1042383536696434,21402,-0.3238682600000001,3.42
106,21500,4610,0.001,0.00047662988072261214,201,1.0,0.10926047712564468,21435,-0.31570402999999997,3.36
106,21532,4620,0.001,0.0003845093015115708,202,1.0,0.09428351372480392,21465,-0.30643567999999993,3.3
106,21571,4630,0.001,0.0005409152654465288,202,1.0,0.09547349810600281,21504,-0.32364028999999994,3.44
106,21606,4640,0.001,0.0006032345506052176,202,1.0,0.13782010972499847,21535,-0.32506211,3.46
106,21633,4650,0.001,0.00041634339140728116,203,1.0,0.118705615401268,21565,-0.32390170000000007,3.44
106,21663,4660,0.001,0.000642498528274397,203,1.0,0.10679247230291367,21596,-0.31765457,3.41
106,21698,4670,0.001,0.0005632458487525582,203,1.0,0.1175438662370046,21631,-0.32466174999999997,3.47
106,21737,4680,0.001,0.0007082261824204276,204,1.0,0.09422394881645839,21671,-0.31894727,3.43
106,21769,4690,0.001,0.0008926195587264374,204,1.0,0.10563232377171516,21704,-0.31249507000000004,3.38
106,21802,4700,0.001,0.0007424319046549499,204,1.0,0.08412878215312958,21737,-0.30964902,3.33
106,21837,4710,0.001,0.0006726212159264833,205,1.0,0.10636463016271591,21770,-0.31230355,3.37
106,21875,4720,0.001,0.0008529538899892941,205,1.0,0.09227797389030457,21809,-0.32020438,3.43
106,21902,4730,0.001,0.0005054948075364033,206,1.0,0.0793413519859314,21837,-0.30596060999999997,3.31
106,21944,4740,0.001,0.00047218056473260123,206,1.0,0.09310541674494743,21872,-0.31852796,3.38
106,21993,4750,0.001,0.000791105548463141,206,1.0,0.09106104572614034,21925,-0.34905332,3.6
106,22028,4760,0.001,0.0005064260816046348,207,1.0,0.07671373710036278,21960,-0.3570864200000001,3.65
106,22063,4770,0.001,0.0007884873193688691,207,1.0,0.12922272458672523,21996,-0.35458662999999996,3.65
106,22102,4780,0.001,0.0004451402831667413,207,1.0,0.09119562804698944,22035,-0.35450135000000005,3.65
106,22130,4790,0.001,0.0005279332835925743,208,1.0,0.09967263539632161,22064,-0.35065276999999995,3.61
106,22169,4800,0.001,0.0005278053771083554,208,1.0,0.08842696994543076,22102,-0.3570503800000001,3.67
106,22204,4810,0.001,0.0006088849040679634,209,1.0,0.08632021769881248,22137,-0.35662902999999985,3.67
106,22234,4820,0.001,0.000514811894390732,209,1.0,0.09315307686726253,22167,-0.34823139999999997,3.59
106,22269,4830,0.001,0.00048682493312905234,209,1.0,0.09446059167385101,22202,-0.35696722999999997,3.67
106,22310,4840,0.001,0.0004887859977316111,210,1.0,0.10627324134111404,22239,-0.35327924000000005,3.66
106,22336,4850,0.001,0.000731406044603015,210,1.0,0.0972016304731369,22269,-0.31667744,3.43
106,22362,4860,0.001,0.0007037038449198008,210,1.0,0.1252274215221405,22296,-0.30273938,3.34
106,22394,4870,0.001,0.0007119695073924959,211,1.0,0.10686128586530685,22326,-0.3004656,3.31
106,22440,4880,0.001,0.000492739153560251,211,1.0,0.09760614112019539,22373,-0.31138108000000003,3.38
106,22479,4890,0.001,0.000668428125209175,211,1.0,0.09571891278028488,22410,-0.32426406,3.49
106,22519,4900,0.001,0.000423382903682068,212,1.0,0.10650750994682312,22449,-0.32642209,3.5
106,22553,4910,0.001,0.0004861323395743966,212,1.0,0.0948338657617569,22486,-0.32896474999999986,3.49
106,22594,4920,0.001,0.00047213691383755457,212,1.0,0.10724254697561264,22528,-0.34102718000000004,3.6
106,22623,4930,0.001,0.0005084644217276946,213,1.0,0.12955327332019806,22555,-0.33343176,3.54
106,22650,4940,0.001,0.0004165734979324043,213,1.0,0.0829801857471466,22582,-0.31264602999999996,3.4
106,22691,4950,0.001,0.0005918768874835223,213,1.0,0.08906470984220505,22624,-0.33495447999999994,3.55
106,22725,4960,0.001,0.00046190609767412144,214,1.0,0.1121285893023014,22658,-0.34740792,3.63
106,22759,4970,0.001,0.00048772236914373934,214,1.0,0.10349783301353455,22693,-0.35131285999999995,3.65
106,22807,4980,0.001,0.0005885961465537548,215,1.0,0.10419061034917831,22739,-0.35647205,3.67
106,22839,4990,0.001,0.000764338274685932,215,1.0,0.11239946136871974,22773,-0.34682052999999996,3.6
106,22870,5000,0.001,0.0006084221143585941,215,1.0,0.10672614971796672,22803,-0.3314408099999999,3.51
106,22907,5010,0.001,0.0006310295180550643,215,1.0,0.09760275296866894,22838,-0.33509384,3.54
106,22940,5020,0.001,0.0006699717487208545,216,1.0,0.10774603982766469,22874,-0.32524878000000007,3.46
106,22968,5030,0.001,0.0005413925433198788,216,1.0,0.10008767247200012,22899,-0.32681481000000007,3.45
106,22996,5040,0.001,0.0004300878499634564,216,1.0,0.09230986982584,22929,-0.32829418000000005,3.46
106,23040,5050,0.001,0.0005114101610767344,217,1.0,0.07837915420532227,22969,-0.33444907,3.49
105,23074,5060,0.001,0.0006814973118404547,217,1.0,0.08139104396104813,23003,-0.33471882999999997,3.49
105,23107,5070,0.001,0.001041542913299054,218,1.0,0.10099831223487854,23041,-0.33346955999999994,3.48
105,23153,5080,0.001,0.0007429828660355674,218,1.0,0.10084372386336327,23085,-0.32519725,3.46
105,23194,5090,0.001,0.00038294512196443973,218,1.0,0.10504908114671707,23127,-0.33558845,3.55
105,23228,5100,0.001,0.00043421633502778906,219,1.0,0.08518481999635696,23161,-0.3414605,3.58
105,23272,5110,0.001,0.00036588033544830977,219,1.0,0.08092230806748073,23204,-0.3503378700000001,3.65
105,23318,5120,0.001,0.0005050381441833451,220,1.0,0.0921662375330925,23248,-0.36934337999999994,3.78
105,23353,5130,0.001,0.0005562771354258681,220,1.0,0.09469650685787201,23287,-0.37471722,3.85
105,23386,5140,0.001,0.0003729090094566345,220,1.0,0.11323176324367523,23319,-0.38101306,3.9
105,23427,5150,0.001,0.000753842992708087,221,1.0,0.0994657501578331,23357,-0.37449899,3.87
105,23479,5160,0.001,0.0008509137357274691,221,1.0,0.1098921795686086,23409,-0.40148864999999995,4.05
105,23510,5170,0.001,0.000735045803594403,221,1.0,0.09591946378350258,23441,-0.3967823,4.03
105,23549,5180,0.001,0.0009374780638609082,222,1.0,0.11977901309728622,23483,-0.38770145000000006,3.96
105,23581,5190,0.001,0.0005986577307339758,222,1.0,0.08005743473768234,23510,-0.37989664999999995,3.87
